brand,type,count,newbrand,newbrand2,newbrand3
HUAWEI+G750-T01,HUAWEI G750-T01,1,huawei,HUAWEI,HUAWEI
HUAWEI G750-T01,HUAWEI G750-T01.hwG750-T01.G750-T01,25,huawei,HUAWEI,HUAWEI
HUAWEI+G750-T01,HUAWEI G750-T01.hwG750-T01.G750-T01,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G750-T20,123,huawei,HUAWEI,HUAWEI
HUAWEI G750-T20,HUAWEI G750-T20,3,huawei,HUAWEI,HUAWEI
HUAWEI G750-T20,HUAWEI G750-T20.hwG750-T20.G750-T20,3,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G7-L02,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G7-L11,2,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G7-TL00,224,huawei,HUAWEI,HUAWEI
HUAWEI G7-TL00,HUAWEI G7-TL00,4,huawei,HUAWEI,HUAWEI
HUAWEI+G7-TL00,HUAWEI G7-TL00,1,huawei,HUAWEI,HUAWEI
HUAWEI G7-TL00,HUAWEI G7-TL00.hwG7-TL00.G7-TL00,10,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G7-UL20,528,huawei,HUAWEI,HUAWEI
HUAWEI G7-UL20,HUAWEI G7-UL20,12,huawei,HUAWEI,HUAWEI
HUAWEI G7-UL20,HUAWEI G7-UL20.hwG7-UL20.G7-UL20,33,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI HN3-U01,29,huawei,HUAWEI,HUAWEI
HUAWEI HN3-U01,HUAWEI HN3-U01.hwhn3-u01.HN3-U01,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI MT1-T00,8,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI MT1-U06,44,huawei,HUAWEI,HUAWEI
HUAWEI MT1-U06,HUAWEI MT1-U06,1,huawei,HUAWEI,HUAWEI
HUAWEI MT1-U06,HUAWEI MT1-U06.hwmt1-u06.MT1-U06,3,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI MT2-C00,4,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI MT2-L01,54,huawei,HUAWEI,HUAWEI
HUAWEI MT2-L01,HUAWEI MT2-L01.hwmt2-l01.MT2-L01,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI MT2-L05,48,huawei,HUAWEI,HUAWEI
HUAWEI+MT2-L05,HUAWEI MT2-L05,1,huawei,HUAWEI,HUAWEI
HUAWEI MT2-L05,HUAWEI MT2-L05.hwmt2-l05.MT2-L05,3,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI MT7-CL00,44,huawei,HUAWEI,HUAWEI
HUAWEI MT7-CL00,HUAWEI MT7-CL00.hwmt7.MT7-CL00,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI MT7-J1,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI MT7-L09,10,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI MT7-TL00,120,huawei,HUAWEI,HUAWEI
HUAWEI MT7-TL00,HUAWEI MT7-TL00,2,huawei,HUAWEI,HUAWEI
HUAWEI MT7-TL00,HUAWEI MT7-TL00.hwmt7.MT7-TL00,7,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI MT7-TL10,1119,huawei,HUAWEI,HUAWEI
HUAWEI MT7-TL10,HUAWEI MT7-TL10,15,huawei,HUAWEI,HUAWEI
HUAWEI MT7-TL10,HUAWEI MT7-TL10.hwmt7.MT7-TL10,60,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI MT7-UL00,62,huawei,HUAWEI,HUAWEI
HUAWEI MT7-UL00,HUAWEI MT7-UL00,2,huawei,HUAWEI,HUAWEI
HUAWEI MT7-UL00,HUAWEI MT7-UL00.hwmt7.MT7-UL00,5,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI P6 S-U06,68,huawei,HUAWEI,HUAWEI
HUAWEI P6 S-U06,HUAWEI P6 S-U06,1,huawei,HUAWEI,HUAWEI
HUAWEI P6 S-U06,HUAWEI P6 S-U06.hwp6s-u06.P6S-U06,2,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI P6-C00,11,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI P6-T00,61,huawei,HUAWEI,HUAWEI
HUAWEI P6-T00,HUAWEI P6-T00,1,huawei,HUAWEI,HUAWEI
HUAWEI P6-T00,HUAWEI P6-T00.hwp6-t00.P6-T00,4,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI P6-U06,36,huawei,HUAWEI,HUAWEI
HUAWEI P6-U06,HUAWEI P6-U06,2,huawei,HUAWEI,HUAWEI
HUAWEI P6-U06,HUAWEI P6-U06.hwp6-u06.P6-U06,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI P7-L00,190,huawei,HUAWEI,HUAWEI
HUAWEI P7-L00,HUAWEI P7-L00,4,huawei,HUAWEI,HUAWEI
HUAWEI+P7-L00,HUAWEI P7-L00,1,huawei,HUAWEI,HUAWEI
HUAWEI P7-L00,HUAWEI P7-L00.hwp7.P7-L00,17,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI P7-L05,6,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI P7-L07,103,huawei,HUAWEI,HUAWEI
HUAWEI P7-L07,HUAWEI P7-L07,2,huawei,HUAWEI,HUAWEI
HUAWEI P7-L07,HUAWEI P7-L07.hwp7.P7-L07,3,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI P7-L09,15,huawei,HUAWEI,HUAWEI
HUAWEI P7-L09,HUAWEI P7-L09.hwp7.P7-L09,2,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI P7-L10,1,huawei,HUAWEI,HUAWEI
HUAWEI,HUAWEI SC-UL10,186,huawei,HUAWEI,HUAWEI
HUAWEI SC-UL10,HUAWEI SC-UL10.HWSC-UL10.SC-UL10,9,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI T8833,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI T8950,2,huawei,HUAWEI,HUAWEI
HUAWEI T8950,HUAWEI T8950.hwt8950.T8950,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI T8950N,2,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI T8951,6,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI U8825D,3,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI U8950D,7,huawei,HUAWEI,HUAWEI
HUAWEI U8950D,HUAWEI U8950D.hwu8950D.U8950D,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI U9508,40,huawei,HUAWEI,HUAWEI
HUAWEI U9508,HUAWEI U9508.hwu9508.U9508,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI Y210-0010,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI Y300-0000,4,huawei,HUAWEI,HUAWEI
HUAWEI Y300-0000,HUAWEI Y300-0000.hwY300-0000.Y300-0000,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI Y310-5000,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI Y321-C00,1,huawei,HUAWEI,HUAWEI
HUAWEI Y321-C00,HUAWEI Y321-C00.hwy321-c00.Y321-C00,2,huawei,HUAWEI,HUAWEI
HUAWEI,HUAWEI Y511-T00,45,huawei,HUAWEI,HUAWEI
HUAWEI,HUAWEI Y516-T00,11,huawei,HUAWEI,HUAWEI
HUAWEI,HUAWEI Y518-T00,16,huawei,HUAWEI,HUAWEI
HUAWEI Y518-T00,HUAWEI Y518-T00.HWY518-T.Y518-T00,1,huawei,HUAWEI,HUAWEI
HUAWEI,HUAWEI Y523-L176,12,huawei,HUAWEI,HUAWEI
HUAWEI Y523-L176,HUAWEI Y523-L176.HWY523.Y523-L176,1,huawei,HUAWEI,HUAWEI
HUAWEI,HUAWEI Y600-U00,17,huawei,HUAWEI,HUAWEI
HUAWEI Y600-U00,HUAWEI Y600-U00.HWY600-U.Y600-U00,1,huawei,HUAWEI,HUAWEI
HUAWEI,HUAWEI Y610-U00,6,huawei,HUAWEI,HUAWEI
HUAWEI Y610-U00,HUAWEI Y610-U00.HWY610-U.Y610-U00,1,huawei,HUAWEI,HUAWEI
HUAWEI,HUAWEI Y618-T00,7,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI Y635-TL00,21,huawei,HUAWEI,HUAWEI
HUAWEI Y635-TL00,HUAWEI Y635-TL00.hwY635.Y635-TL00,1,huawei,HUAWEI,HUAWEI
Android,HV2,1,Android,ANDROID,其他
Huawei,hwG750-T01,1,huawei,HUAWEI,HUAWEI
Huawei,HW-H60-J1,1,huawei,HUAWEI,HUAWEI
HYFEN,HYF9300LJ,1,HYFEN,HYFEN,其他
alps,HYF978,1,alps,ALPS,ALPS
HEYUF,HYFA1PRO,1,HEYUF,HEYUF,其他
HEYUF,HYF-JGC2,1,HEYUF,HEYUF,其他
HYUNDAI H15,HYUNDAI H15.bd80_77_emmc_hyundai_h15.bd80_77_emmc_hyundai_h15,1,HYUNDAI H15,HYUNDAI H15,其他
IUNI,i1,3,IUNI,IUNI,IUNI
intel,I1 3G,1,intel,INTEL,其他
i60,i60,2,i60,I60,其他
AUX,I6L,1,AUX,AUX,其他
Colorfly,i898_A_3G,1,COLORFLY,COLORFLY,其他
Bird,I900,1,BIRD,BIRD,BIRD
I9300,I9300.d2vzw.d2vzw,1,I9300,SAMSUNG,SAMSUNG
samsung,I9502-MIUI 7,1,samsung,SAMSUNG,SAMSUNG
samsung,I9508-MIUI 7,1,samsung,SAMSUNG,SAMSUNG
PHILIPS,I999,14,Philips,PHILIPS,PHILIPS
I999,I999.I999.I999,1,I999,PHILIPS,PHILIPS
Lenovo,IdeaTab A2107A-H,1,lenovo,LENOVO,LENOVO
Lenovo,IdeaTab S6000-H,1,lenovo,LENOVO,LENOVO
IdeaTab S6000-H,IdeaTab S6000-H.S6000.IdeaTabS6000-H,1,IdeaTab S6000-H,IDEATAB S6000-H,其他
Lenovo,IdeaTabA1000-T,2,lenovo,LENOVO,LENOVO
IdeaTabA1010-T,IdeaTabA1010-T.A1010T.IdeaTab_A1010-T,1,IdeaTabA1010-T,IDEATABA1010-T,其他
Lenovo,IdeaTabA5000-E,3,lenovo,LENOVO,LENOVO
VEGA,IM-A850,1,VEGA,VEGA,VEGA
VEGA,IM-A860,1,VEGA,VEGA,VEGA
VEGA,IM-A860K,2,VEGA,VEGA,VEGA
VEGA,IM-A860L,1,VEGA,VEGA,VEGA
VEGA,IM-A870S,2,VEGA,VEGA,VEGA
VEGA,IM-A880S,2,VEGA,VEGA,VEGA
VEGA,IM-A890K,10,VEGA,VEGA,VEGA
IM-A890K,IM-A890K,1,IM-A890K,IM-A890K,其他
IM-A890K,IM-A890K.EF59K.VEGA_IM-A890K,1,IM-A890K,IM-A890K,其他
VEGA,IM-A890L,6,VEGA,VEGA,VEGA
VEGA,IM-A890S,16,VEGA,VEGA,VEGA
VEGA,IM-A900K,4,VEGA,VEGA,VEGA
VEGA,IM-A900L,1,VEGA,VEGA,VEGA
VEGA,IM-A900S,2,VEGA,VEGA,VEGA
VEGA,IM-A910K,2,VEGA,VEGA,VEGA
VEGA,IM-A910L,3,VEGA,VEGA,VEGA
VEGA,IM-A910S,6,VEGA,VEGA,VEGA
VEGA,IM-A920S,1,VEGA,VEGA,VEGA
InFocus,InFocus M2,2,infocus,INFOCUS,INFOCUS
InFocus M2,InFocus M2.LSO.M2_00CN,1,InFocus M2,INFOCUS,INFOCUS
infocus,InFocus M310,11,infocus,INFOCUS,INFOCUS
infocus,InFocus M320m,1,infocus,INFOCUS,INFOCUS
infocus,InFocus M320u,4,infocus,INFOCUS,INFOCUS
InFocus,InFocus M512,1,infocus,INFOCUS,INFOCUS
InFocus,InFocus M530,2,infocus,INFOCUS,INFOCUS
InFocus,InFocus M550 3D,2,infocus,INFOCUS,INFOCUS
InFocus,InFocus M810u,1,infocus,INFOCUS,INFOCUS
intki,intki E80,2,intki,INTKI,其他
IPH,IPH7,1,IPH,IPH,其他
IPH,IPH8,1,IPH,IPH,其他
alps,iPh-800,1,alps,ALPS,ALPS
alps,IPHONE 6,1,alps,ALPS,ALPS
iPhone,iPhone 6,1,apple,APPLE,APPLE
unknown,iphone 6s plus,1,unknown,UNKNOWN,其他
Coolpad,iphone 7,1,Coolpad,COOLPAD,COOLPAD
iPhone,iPhone6Plus,2,apple,APPLE,APPLE
samsung,iphone6s,1,samsung,SAMSUNG,SAMSUNG
IUNI,IUNI i1,25,IUNI,IUNI,IUNI
IUNI i1,IUNI i1.IUNI.IUNI,1,IUNI i1,IUNI I1,其他
IUNI,IUNI U810,13,IUNI,IUNI,IUNI
IUNI U810,IUNI U810.IUNI.IUNI,1,IUNI U810,IUNI U810,其他
IUSAI,IUSAI US6,1,IUSAI,IUSAI,其他
VARGO,ivargo 2015,9,VARGO,VARGO,其他
ivvi,ivvi SS1-01,26,ivvi,IVVI,IVVI
ivvi SS1-01,ivvi SS1-01.SS1-01.SS1-01,1,ivvi SS1-01,IVVI,IVVI
J5,J5,1,J5,J5,其他
alps,J5,1,alps,ALPS,ALPS
TCL,J730U,2,TCL,TCL,TCL
China Unicom,J930,1,China Unicom,CHINAUNICOM,其他
China%2BUnicom,J930,1,China%2BUnicom,CHINAUNICOM,其他
Huawei,JAZZ,2,huawei,HUAWEI,HUAWEI
GES,JXD,1,GES,GES,其他
JinXing,JXD,1,JinXing,JINXING,其他
JinXing,JXD-T8000,1,JinXing,JINXING,其他
JXD,JXD-T9002,1,JXD,JXD,其他
JIAYU,JY-F2,1,JIAYU,JIAYU,其他
JY-F2,JY-F2.F2.F2,1,JY-F2,JY-F2,其他
JIAYU,JY-G3,1,JIAYU,JIAYU,其他
JIAYU,JY-S3,11,JIAYU,JIAYU,其他
asus,K00E,1,asus,ASUS,ASUS
K01,K01.P9511.P9511,1,K01,K01,其他
asus,K012,3,asus,ASUS,ASUS
asus,K016,1,asus,ASUS,ASUS
asus,K019,1,asus,ASUS,ASUS
asus,K01F,1,asus,ASUS,ASUS
K01F,K01F.K01F.CN_K01F,1,K01F,K01F,其他
FirstOne,K1,1,FirstOne,FIRSTONE,其他
JTY,K10,1,JTY,JTY,其他
T-King,K1391,2,T-King,T-KING,其他
Sunflower,K16,1,Sunflower,SUNFLOWER,其他
ivvi,K2-01,12,ivvi,IVVI,IVVI
ivvi,K2-L,7,ivvi,IVVI,IVVI
K3,K3,1,K3,K3,其他
KONKA,K3,1,KONKA,KONKA,其他
KONKA,K5,1,KONKA,KONKA,其他
Newman,K5,1,Newman,NEWMAN,其他
Pioneer,K68w,4,Pioneer,PIONEER,PIONEER
K8,K8,2,K8,K8,其他
LMi,K8,1,LMi,LMI,其他
Pioneer,K88L,11,Pioneer,PIONEER,PIONEER
K88L,K88L,2,K88L,K88L,其他
K88L,K88L.K88L.K88L,1,K88L,K88L,其他
KHMER,KHMER C2,1,KHMER,KHMER,其他
KINGSUN,KINGSUN-F2,2,KINGSUN,KINGSUN,其他
K-one,K-one.s9086b.s9086b,1,K-one,K-ONE,其他
KONKA,KONKA D557,2,KONKA,KONKA,其他
alps,KONKA K23,3,alps,ALPS,ALPS
KONKA,KONKA L550,1,KONKA,KONKA,其他
alps,KONKA P2,2,alps,ALPS,ALPS
konka,KONKA P2,2,KONKA,KONKA,其他
KONKA,KONKA_V6830,1,KONKA,KONKA,其他
alps,konka82_wet_i277,1,alps,ALPS,ALPS
koobee,koobee M3,1,koobee,KOOBEE,KOOBEE
KOPO,KOPO L168,1,KOPO,KOPO,其他
KOPO L168,KOPO L168.L168.KOPO L168,1,KOPO L168,KOPO L168,其他
KOPO,KOPO L8,1,KOPO,KOPO,其他
K1001,KT-101-A,1,K1001,K1001,其他
alps,K-Touch C986t,1,alps,ALPS,ALPS
alps,K-Touch C986t+,1,alps,ALPS,ALPS
alps,K-Touch Kis 2w,3,alps,ALPS,ALPS
alps,K-Touch Kis 3w,6,alps,ALPS,ALPS
K-Touch,K-Touch Kis 4,1,K-Touch,K-TOUCH,K-TOUCH
K-Touch,K-Touch Kis 5w,2,K-Touch,K-TOUCH,K-TOUCH
K-Touch,K-Touch Kis 7,4,K-Touch,K-TOUCH,K-TOUCH
K-Touch,K-Touch L820,2,K-Touch,K-TOUCH,K-TOUCH
marvell,K-Touch L820c,1,marvell,MARVELL,其他
K-Touch,K-Touch L920,11,K-Touch,K-TOUCH,K-TOUCH
qcom,K-Touch L930i,1,qcom,QCOM,QCOM
qcom,K-Touch M6,1,qcom,QCOM,QCOM
qcom,K-Touch S2,2,qcom,QCOM,QCOM
qcom,K-Touch S5,1,qcom,QCOM,QCOM
K-Touch S5,K-Touch S5.msm8625.msm8625,1,K-Touch,K-TOUCH,K-TOUCH
qcom,K-Touch S787,1,qcom,QCOM,QCOM
K-Touch,K-Touch T6,1,K-Touch,K-TOUCH,K-TOUCH
K-Touch,K-Touch T61,2,K-Touch,K-TOUCH,K-TOUCH
sprd,K-Touch T619,1,sprd,SPRD,其他
K-Touch T619,K-Touch T619 .hsdroid.sprdroid_base,1,K-Touch,K-TOUCH,K-TOUCH
K-Touch T85,K-Touch T85 .tianyu72_t_cmcc_jb3.tianyu72_t_cmcc_jb3,1,K-Touch,K-TOUCH,K-TOUCH
alps,K-Touch T85+,1,alps,ALPS,ALPS
K-Touch,K-Touch T90,1,K-Touch,K-TOUCH,K-TOUCH
K-Touch,K-Touch T91,1,K-Touch,K-TOUCH,K-TOUCH
Spreadtrum,K-Touch T93,1,Spreadtrum,SPREADTRUM,其他
K-Touch,K-Touch T99,1,K-Touch,K-TOUCH,K-TOUCH
K-Touch Tou ch 1,K-Touch Tou ch 1.msm8960.msm8960,1,K-Touch,K-TOUCH,K-TOUCH
qcom,K-Touch Tou ch 2,4,qcom,QCOM,QCOM
qcom,K-Touch Tou ch 2c,2,qcom,QCOM,QCOM
qcom,K-Touch Tou ch2,1,qcom,QCOM,QCOM
qcom,K-Touch Tou ch3,17,qcom,QCOM,QCOM
qcom,K-Touch Tou ch3c,2,qcom,QCOM,QCOM
qcom,K-Touch Tou ch3w,1,qcom,QCOM,QCOM
alps,K-Touch U81t,1,alps,ALPS,ALPS
K-Touch,K-Touch U83t,2,K-Touch,K-TOUCH,K-TOUCH
qcom,K-Touch U86,2,qcom,QCOM,QCOM
qcom,K-Touch U90,1,qcom,QCOM,QCOM
K-Touch,K-Touch W70,1,K-Touch,K-TOUCH,K-TOUCH
K-Touch,K-Touch W88,2,K-Touch,K-TOUCH,K-TOUCH
K-Touch W88,K-Touch W88.scx35_sp7731gea_fwvga.scx35_sp7731gea_fwvgaplus_dt,1,K-Touch,K-TOUCH,K-TOUCH
K-Touch,K-Touch W96,1,K-Touch,K-TOUCH,K-TOUCH
K-Touch,K-Touch W98,1,K-Touch,K-TOUCH,K-TOUCH
lge,L-01F,4,LGE,LGE,LGE
KOPO,L128,1,KOPO,KOPO,其他
Sony,L35h,7,Sony,SONY,SONY
L35h,L35h.L35h.L35h,1,sony,SONY,SONY
Sony,L36h,96,Sony,SONY,SONY
L36h,L36h,1,sony,SONY,SONY
L36h,L36h.L36h.L36h,3,sony,SONY,SONY
Sony,L39h,102,Sony,SONY,SONY
L39h,L39h,1,sony,SONY,SONY
L39h,L39h.L39h.L39h,5,sony,SONY,SONY
L39h,L39h.L39h.L39h_1277-2526,1,sony,SONY,SONY
Sony,L39t,5,Sony,SONY,SONY
Sony,L39u,29,Sony,SONY,SONY
Sony,L50t,15,Sony,SONY,SONY
Sony,L50u,176,Sony,SONY,SONY
L50u,L50u,3,sony,SONY,SONY
L50u,L50u.L50u.L50u,3,sony,SONY,SONY
Sony,L50w,7,Sony,SONY,SONY
Sony,L55t,4,Sony,SONY,SONY
Sony,L55u,64,Sony,SONY,SONY
L55u,L55u,1,sony,SONY,SONY
L55u,L55u.L55u.L55u,1,sony,SONY,SONY
KONKA,L823,3,KONKA,KONKA,其他
qcom,L826,1,qcom,QCOM,QCOM
KONKA,L827,1,KONKA,KONKA,其他
Android,L9,1,Android,ANDROID,其他
YUSUN,LA1-L,4,YUSUN,YUSUN,YUSUN
YUSUN,LA2-E,1,YUSUN,YUSUN,YUSUN
YUSUN,LA2-L,6,YUSUN,YUSUN,YUSUN
YUSUN,LA2-S,245,YUSUN,YUSUN,YUSUN
LA2-S,LA2-S,1,xiaolajiao,XIAOLAJIAO,XIAOLAJIAO
LA2-S,LA2-S.LA2-S.LA2-S,5,xiaolajiao,XIAOLAJIAO,XIAOLAJIAO
xiaolajiao,LA2-SN,256,xiaolajiao,XIAOLAJIAO,XIAOLAJIAO
LA2-SN,LA2-SN,1,xiaolajiao,XIAOLAJIAO,XIAOLAJIAO
YUSUN,LA2-SN,1,YUSUN,YUSUN,YUSUN
LA2-SN,LA2-SN.LA2-SN.LA2-SN,8,xiaolajiao,XIAOLAJIAO,XIAOLAJIAO
YUSUN,LA2-T,1,YUSUN,YUSUN,YUSUN
LA2-T,LA2-T.YUSUN_LA2-T.LA2-T,1,xiaolajiao,XIAOLAJIAO,XIAOLAJIAO
YUSUN,LA2-T1,1,YUSUN,YUSUN,YUSUN
LA2-W,LA2-W,1,xiaolajiao,XIAOLAJIAO,XIAOLAJIAO
LA3-L,LA3-L,2,xiaolajiao,XIAOLAJIAO,XIAOLAJIAO
YUSUN,LA3-L,1,YUSUN,YUSUN,YUSUN
YUSUN,LA3S,5,YUSUN,YUSUN,YUSUN
YUSUN,LA4-L,4,YUSUN,YUSUN,YUSUN
YUSUN,LA4-S,1,YUSUN,YUSUN,YUSUN
YUSUN,LA5-L,2,YUSUN,YUSUN,YUSUN
YUSUN,LA5-W,6,YUSUN,YUSUN,YUSUN
LA5-W,LA5-W,2,xiaolajiao,XIAOLAJIAO,XIAOLAJIAO
YUSUN,LA6-L,3,YUSUN,YUSUN,YUSUN
YUSUN,LA7-L,5,YUSUN,YUSUN,YUSUN
qcom,LA-M1,1,qcom,QCOM,QCOM
YUSUN,LA-M1-1,1,YUSUN,YUSUN,YUSUN
领志,LC-1022W,1,领志,领志,其他
JTY,LC-921W,1,JTY,JTY,其他
Lenovo,Lenovo 2 A7-30HC,2,lenovo,LENOVO,LENOVO
Lenovo,Lenovo 2 A7-30TC,25,lenovo,LENOVO,LENOVO
Lenovo 2 A7-30TC,Lenovo 2 A7-30TC.A7-30TC.Lenovo2A7-30TC,4,lenovo,LENOVO,LENOVO
Lenovo,Lenovo 2 A7-30TD,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A1900,8,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A228t,3,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A238t,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A2800-d,46,lenovo,LENOVO,LENOVO
Lenovo A2800-d,Lenovo A2800-d.A2800-d.A2800,3,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A2860,6,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A3000-H,16,lenovo,LENOVO,LENOVO
Lenovo A3000-H,Lenovo A3000-H.A3000.LenovoA3000-H,3,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A308t,3,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A318t,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A320t,73,lenovo,LENOVO,LENOVO
Lenovo A320t,Lenovo A320t.A320t.A320t,6,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A328t,9,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A3300-HV,3,lenovo,LENOVO,LENOVO
Lenovo A3300-HV,Lenovo A3300-HV.A3300-HV.LenovoA3300-HV,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A3300-T,26,lenovo,LENOVO,LENOVO
Lenovo A3300-T,Lenovo A3300-T.A3300-T.LenovoA3300-T,2,lenovo,LENOVO,LENOVO
Lenovo+A3300-T,Lenovo A3300-T.A3300-T.LenovoA3300-T,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A338t,7,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A3500-HV,2,lenovo,LENOVO,LENOVO
Lenovo A3500-HV,Lenovo A3500-HV.A3500HV.A3500-HV,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A355e,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A356,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A358t,7,lenovo,LENOVO,LENOVO
Lenovo A358t,Lenovo A358t.A358t.A358t,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A3600-d,51,lenovo,LENOVO,LENOVO
Lenovo A3600-d,Lenovo A3600-d.A3600-d.A3600-d,4,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A360t,59,lenovo,LENOVO,LENOVO
Lenovo A360t,Lenovo A360t.A360t.A360t,2,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A368t,32,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A369,2,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A376,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A378t,2,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A3800-d,49,lenovo,LENOVO,LENOVO
Lenovo A3800-d,Lenovo A3800-d.A3800-d.A3800-d,4,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A380t,8,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A388t,23,lenovo,LENOVO,LENOVO
Lenovo A388t,Lenovo A388t.A388t.A388t,2,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A390,2,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A3900,26,lenovo,LENOVO,LENOVO
Lenovo A3900,Lenovo A3900.pxa1L88H2.pxa1L88H2,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A390t,8,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A396,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A396_TY,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A398t,12,lenovo,LENOVO,LENOVO
Lenovo A398t,Lenovo A398t .A398tp.A398tp,2,lenovo,LENOVO,LENOVO
Lenovo A398t,Lenovo A398t.A398t.A398t,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A398t+,3,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A399,44,lenovo,LENOVO,LENOVO
Lenovo A399,Lenovo A399.Aiken.Aiken,6,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A516,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A536,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A5500-HV,7,lenovo,LENOVO,LENOVO
Lenovo A5500-HV,Lenovo A5500-HV.A5500-HV.A5500-HV,2,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A560,7,lenovo,LENOVO,LENOVO
Lenovo A560,Lenovo A560.A560_msm8212.A560,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A5800-D,18,lenovo,LENOVO,LENOVO
Lenovo A5800-D,Lenovo A5800-D.A5800-D.A5800-D,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A590,3,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A606,29,lenovo,LENOVO,LENOVO
Lenovo A606,Lenovo A606.A606.A606,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A616,12,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A628t,20,lenovo,LENOVO,LENOVO
Lenovo A628t,Lenovo A628t.A628t.Lenovo_A628t,1,lenovo,LENOVO,LENOVO
Lenovo A630,Lenovo A630.A630.A630,1,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A630t,6,lenovo,LENOVO,LENOVO
Lenovo,Lenovo A658t,4,lenovo,LENOVO,LENOVO
